"",bin,full_add,point,precision
13643,150640009044,"ПАВЛОДАР,Кирова,157/7",76.989833 52.282569,number
13654,150640012639,"ПАВЛОДАР,ул. Камзина,СТР 67/1",76.9903 52.274932,exact
13744,150740008644,"ПАВЛОДАР,Лермонтова,60",76.948385 52.291092,exact
13787,150740021861,"ПАВЛОДАР,ул. Тауелсыздык проспект,4/3",76.964932 52.294826,exact
13850,150840002173,"ПАВЛОДАР,ул. Ак. Чокина, д. 105, б. 14",76.964626 52.26779,number
13887,150840011975,"ПАВЛОДАР,ул. Генерала Дюсенова,106",76.945753 52.278321,exact
13914,150840020325,"ПАВЛОДАР,Циолковского,140/1",77.027374 52.273946,exact
13966,150940006615,"ПАВЛОДАР,Ак.Сатпаева,65",76.942061 52.281892,exact
14172,151140003020,"ПАВЛОДАР,ул. Академика Сатпаева,63/1",76.941845 52.282261,exact
14208,151140012772,"ПАВЛОДАР,Суворова,21",77.002113 52.287753,exact
14247,151140025118,"ПАВЛОДАР,Академика Бектурова,19",76.948052 52.295559,exact
14301,151240009290,"ПАВЛОДАР,Катаева,36/1",76.973358 52.275224,exact
14322,151240017491,"ПАВЛОДАР,Толстого,109",76.966531 52.275588,exact
14342,151241000430,"ПАВЛОДАР,Пахомова,102",76.962722 52.252042,exact
14348,151241022779,"ПАВЛОДАР,ул. Промышленная зона Восточная, д. 1071",76.940722 52.285577,other
14523,160240007451,"ПАВЛОДАР,Кирова,161/1",76.987569 52.281153,exact
14544,160240015690,"ПАВЛОДАР,Торайгырова,28/1",76.934937 52.297503,exact
14614,160340001199,"ПАВЛОДАР,ул. Ак. Сатпаева, д. 63/1, кв. бут. 17",76.940866 52.293901,exact
14657,160340011760,"ПАВЛОДАР,ул. Товарная, д. 27/1",77.042914 52.300532,number
14664,160340014061,"ПАВЛОДАР,ул. Кирова,157/7",76.989833 52.282569,number
14676,160340017393,"ПАВЛОДАР,ул.Абая,150",76.954332 52.279627,exact
14704,160340023863,"ПАВЛОДАР,Павлова,31",76.976969 52.288155,exact
14708,160340024584,"ПАВЛОДАР,ул. Ак. Бектурова, д. 35",76.948609 52.292067,exact
14741,160440001132,"ПАВЛОДАР,Торговая,4",76.93305 52.305741,exact
14795,160440013989,"ПАВЛОДАР,Астана,141",76.939725 52.279352,exact
14820,160440020317,"ПАВЛОДАР,ул. Суворова,д. 13/2",76.999472 52.28728,exact
14906,160540004903,"ПАВЛОДАР,ул. Циолковского, д. 61",77.003308 52.272056,near
14945,160540015790,"ПАВЛОДАР,ул.Камзина, д.67/2",76.984299 52.273748,exact
15001,160640000210,"ПАВЛОДАР,Естая,77",76.956461 52.280977,exact
15065,160640014588,"ПАВЛОДАР,пр.Тауелсiздiк, д.21, бут.20",76.96539 52.290128,exact
15131,160641022049,"ПАВЛОДАР,Катаева,36/3",76.973394 52.275836,exact
15307,160840015018,"ПАВЛОДАР,ул. Тауелсыздык проспект,34",76.967285 52.279671,exact
15406,160940006459,"ПАВЛОДАР,Лермонтова,109",76.964078 52.291009,exact
15443,160940021442,"ПАВЛОДАР,ул. Академика Бектурова,д. 21",76.94728 52.294975,exact
15514,160941030308,"ПАВЛОДАР,Ломова,162/1",76.989141 52.268733,exact
15545,161040008257,"ПАВЛОДАР,Пл. Победы,25",76.943444 52.284239,exact
15575,161040013684,"ПАВЛОДАР,ул. Павлова, д. 67, оф. 31",76.979251 52.276145,exact
15612,161040021482,"ПАВЛОДАР,ул. Циолковского, д. 33",77.009829 52.272034,exact
15841,161240015009,"ПАВЛОДАР,ул. Кутузова,69",76.969477 52.281021,exact
15866,161240022041,"ПАВЛОДАР,ул. Кутузова,30",76.965776 52.284823,exact
15917,170140004980,"ПАВЛОДАР,ул. Малая объездная,д. 4/5",76.995771 52.276161,exact
15933,170140008438,"ПАВЛОДАР,Советская,4/5",76.90567 52.313114,number
15937,170140008725,"ПАВЛОДАР,ул. Пл. Победы, д. 5/1 А, офис 4",76.944908 52.287439,exact
15946,170140010618,"ПАВЛОДАР,Толстого,82",76.965489 52.276255,exact
15972,170140016895,"ПАВЛОДАР,Короленко,8/3",76.953793 52.292072,exact
15987,170140022552,"ПАВЛОДАР,ул. Торайгырова,д.64",76.958104 52.297756,exact
15996,170140025051,"ПАВЛОДАР,проспект Тәуелсіздік",76.97042 52.264373,street
16006,170140027652,"ПАВЛОДАР,ул.Естая,71",76.954628 52.281043,exact
16090,170240015938,"ПАВЛОДАР,ул. Суворова, д. 10, кв. 39",76.978424 52.287709,exact
16101,170240017510,"ПАВЛОДАР,ул. Камзина,58/3",76.980868 52.284062,exact
16167,170240033722,"ПАВЛОДАР,ул. Естая, д. 81, ТД ""Квазар"", кв. 1.125",76.959614 52.282057,near
16169,170240033928,"ПАВЛОДАР,ул. Исиналиева, д. 38, кв. 2",76.953622 52.279418,exact
16418,170440028780,"ПАВЛОДАР,ул. Естая,д. 150",76.977598 52.286558,exact
16485,170441033465,"ПАВЛОДАР,ул. Толстого,д. 141/1",76.993615 52.278756,exact
16523,170540012163,"ПАВЛОДАР,Каирбаева,34",76.94189 52.286784,exact
16574,170540021995,"ПАВЛОДАР,Генерала Дюсенова,18/1",76.943848 52.292926,exact
16658,170640010011,"ПАВЛОДАР,ул. Красноярская,113",76.989321 52.287902,exact
16667,170640011941,"ПАВЛОДАР,Центральный промышленный р-он, стр.114, оф.1",77.015363 52.27037,other
16675,170640013918,"ПАВЛОДАР,ул. Камзина,67/1",76.9903 52.274932,exact
16680,170640014976,"ПАВЛОДАР,ул. Кутузова, д. 58",76.968893 52.265939,exact
16718,170640028511,"ПАВЛОДАР,ул.Естая, д.132, кв.1, аптека",76.959614 52.282057,exact
16736,170640032647,"ПАВЛОДАР,ул.Луначарского, стр.148",76.949606 52.277247,street
16924,170840016424,"ПАВЛОДАР,ул. Кутузова, д. 89/2, кв. помещение 5",76.96998 52.274332,exact
16950,170840026481,"ПАВЛОДАР,ул.Торайгырова,34",76.936751 52.297255,exact
17036,170940007508,"ПАВЛОДАР,Промышленная зона Центральная",76.907556 52.30741,street
17047,170940011080,"ПАВЛОДАР,ул. Торговая,д. 7",76.942195 52.308489,exact
17052,170940011784,"ПАВЛОДАР,ул. Амангельды,д. 51",76.969567 52.256557,exact
17151,171040005343,"ПАВЛОДАР,Толстого,96",76.97855 52.276635,exact
17181,171040012900,"ПАВЛОДАР,ул. Циолковского,27",76.98712 52.271444,exact
17190,171040015192,"ПАВЛОДАР,ул.Естая, д.83, н.п.294",76.958922 52.281374,street
17202,171040018880,"ПАВЛОДАР,ул. Ломова, д. н.п. 160/25",76.98235 52.26558,number
17269,171040037113,"ПАВЛОДАР,Ракетная,15",76.89286 52.325269,exact
17420,171140040246,"ПАВЛОДАР,ул. Тауелсыздык проспект,41",76.968264 52.285522,exact
17546,171240027183,"ПАВЛОДАР,ул. Кутузова,30",76.965776 52.284823,exact
17547,171240027193,"ПАВЛОДАР,ул. Кутузова,30",76.965776 52.284823,exact
17587,180140008935,"ПАВЛОДАР,ул.Кутузова,д. 157",76.971193 52.262924,exact
17601,180140011340,"ПАВЛОДАР,Академика Бектурова,109",76.948349 52.282542,exact
17637,180140022425,"ПАВЛОДАР,ул. Камзина, д. 1/1, кв. 1",76.981488 52.296737,exact
17708,180141012681,"ПАВЛОДАР,ул. Кутузова,д. 2/3",76.964716 52.296561,number
17721,180240000110,"ПАВЛОДАР,Каирбаева,94",76.959587 52.288359,exact
17734,180240006467,"ПАВЛОДАР,ул. Геологическая,21",75.304315 51.732559,exact
17814,180240027400,"ПАВЛОДАР,ул. Центральный промышленный район,д. -",77.015363 52.27037,other
17852,180240039374,"ПАВЛОДАР,ул. Толстого,107",76.967159 52.273753,exact
17994,180340030542,"ПАВЛОДАР,Ломова,162/1",76.989141 52.268733,exact
18012,180340034783,"ПАВЛОДАР,ул. Академика Сатпаева, д. 73",76.941917 52.280443,exact
18060,180440008094,"ПАВЛОДАР,АК.ЧОКИНА,105",76.964626 52.26779,exact
18078,180440012032,"ПАВЛОДАР,ул. Естая,134",76.961814 52.282657,exact
18138,180440024462,"ПАВЛОДАР,ул. Промышленная зона центральная,417/1",76.940722 52.285577,other
18203,180441039961,"ПАВЛОДАР,Северная промышленная зона,1",76.966261 52.302872,exact
18233,180540009630,"ПАВЛОДАР,ул. Ломова,49",76.965129 52.263839,exact
18276,180540021520,"ПАВЛОДАР,ул.Камзина, д.3",76.981658 52.296175,exact
18401,180640010390,"ПАВЛОДАР,ул. Товарная,д. 25/3",77.029161 52.298368,number
18435,180640018673,"ПАВЛОДАР,ул. Камзина,д. 74",76.979233 52.280382,exact
18512,180641004563,"ПАВЛОДАР,Ломова,184/2",77.02528 52.267515,number
18580,180740017064,"ПАВЛОДАР,ул. Естая,83",76.964096 52.282773,exact
18614,180740027061,"ПАВЛОДАР,ул. Ак. Бектурова, д. здание 79",76.948133 52.287428,number
18709,180840016288,"ПАВЛОДАР,ул. 1 Мая,д. 189",76.954206 52.275996,exact
18742,180840025603,"ПАВЛОДАР,1 мая,325/3",76.954978 52.266589,number
18749,180840028112,"ПАВЛОДАР,ул. Суворова,д. 19А",77.001691 52.286437,exact
18802,180940007679,"ПАВЛОДАР,Естая,134",76.961814 52.282657,exact
18880,180940024699,"ПАВЛОДАР,Тауелсыздык проспект,174",76.969531 52.258012,exact
18902,180940028592,"ПАВЛОДАР,ул.Короленко, д.25",76.956586 52.291863,exact
18948,181040001709,"ПАВЛОДАР,Естая,136/1",76.960763 52.284409,exact
18966,181040006722,"ПАВЛОДАР,ул.Астана, д.16, ТД Версаль",76.936994 52.291852,exact
18971,181040007212,"ПАВЛОДАР,Торайгырова,61",76.942007 52.295961,exact
18972,181040007262,"ПАВЛОДАР,Лермонтова,45/3",76.941504 52.290094,number
18975,181040007669,"ПАВЛОДАР,Лермонтова,45/3",76.941504 52.290094,number
18986,181040010555,"ПАВЛОДАР,Тауелсiздiк проспект,34",76.967285 52.279671,exact
19268,181140033969,"ПАВЛОДАР,ул. Промышленная зона Северная,д. 380/1",76.940722 52.285577,other
19402,181240027234,"ПАВЛОДАР,ул. Бестужева, д. 10, кв. 1",76.96486 52.252847,exact
19403,181240027284,"ПАВЛОДАР,ул. Ак. Бектурова",76.948088 52.281038,street
19429,190140002214,"ПАВЛОДАР,Академика Сатпаева,29",76.941162 52.291218,exact
19430,190140002432,"ПАВЛОДАР,ул. Тауелсіздік проспект, д. 36",76.940722 52.285577,other
19469,190140010235,"ПАВЛОДАР,Малайсары Батыр,45/1",77.010279 52.288519,exact
19524,190140024364,"ПАВЛОДАР,ул. Потанина,д. 4/2",76.956164 52.252825,number
19565,190140032434,"ПАВЛОДАР,Торайгырова,1",76.929529 52.296947,exact
19580,190140036813,"ПАВЛОДАР,ул. Гаражный кооператив,д.28",,none
19667,190240012215,"ПАВЛОДАР,Естая,89А",76.97157 52.283688,number
19732,190240024734,"ПАВЛОДАР,ул. Академика Сатпаева, д. 37",76.941198 52.287649,exact
19756,190240028453,"ПАВЛОДАР,Украинская,101",77.008518 52.292915,exact
19766,190240031945,"ПАВЛОДАР,Проспект Нурсултана Назарбаева,15",76.967797 52.292028,exact
20082,190440025908,"ПАВЛОДАР,ул. пл. Победы,3",76.943183 52.286828,exact
24173,370625350055,"ПАВЛОДАР,ул. Академика Сатпаева,д. 63",76.942105 52.28242,exact
24188,380112300323,"ПАВЛОДАР,Короленко,204",76.957197 52.275858,exact
24251,390416450340,"ПАВЛОДАР,1 Мая,15/1",76.952571 52.293124,number
24272,390801300589,"ПАВЛОДАР,ул.Ак.Сатпаева, д.46",76.939581 52.28875,exact
24288,391115400896,"ПАВЛОДАР,ул. Торайгырова,14",76.931227 52.298186,exact
24300,400123450283,"ПАВЛОДАР,Лермонтова,47",76.942995 52.289907,exact
24328,400701450057,"ПАВЛОДАР,ул. 1 МАЯ,168",76.951664 52.276398,number
24377,410319400373,"ПАВЛОДАР,проспект Тауелсыздык,30",76.965776 52.284823,exact
24392,410614401137,"ПАВЛОДАР,ул. Розы Люксембург,д. 113",76.967303 52.270265,exact
24395,410627300585,"ПАВЛОДАР,ул. Суворова, д. 37 М-н ""НИЛ""",77.016764 52.290579,street
24412,410908450014,"ПАВЛОДАР,ул. Ак. Сатпаева,д. 38",76.939671 52.292821,exact
24419,411010401999,"ПАВЛОДАР,ул. Тауелсыздык проспект,41",76.968264 52.285522,exact
24447,420214450093,"ПАВЛОДАР,Катаева,55",76.974885 52.274189,exact
24476,420427450011,"ПАВЛОДАР,1 Мая,15/1",76.952571 52.293124,number
24574,430910400200,"ПАВЛОДАР,ул.1мая,6",76.950963 52.294022,exact
24668,441213300081,"ПАВЛОДАР,ул. Тауелсыздык проспект,41",76.968264 52.285522,exact
24710,450430400374,"ПАВЛОДАР,Максима Горького,37/3",76.949364 52.270629,number
24716,450525401061,"ПАВЛОДАР,Барнаульская,48",76.984012 52.293234,exact
24775,451217400071,"ПАВЛОДАР,ул. 1 Мая,15",76.952571 52.293124,exact
24984,461205400137,"ПАВЛОДАР,ул. Пахомова,д. 102",76.962722 52.252042,exact
25001,461224400021,"ПАВЛОДАР,Тауелсiздiк проспект,18",76.965165 52.292033,exact
25054,470227400374,"ПАВЛОДАР,ул. Тәуелсіздік проспект,д. 41",76.968264 52.285522,exact
25151,470601400119,"ПАВЛОДАР,ул.Кутузова 6/1 оф.2",76.963225 52.295713,exact
25182,470727400570,"ПАВЛОДАР,Академика Сатпаева,35",76.941477 52.288684,exact
25210,470824400459,"ПАВЛОДАР,Кирова,115",76.968974 52.28269,exact
25228,470923450156,"ПАВЛОДАР,1 Мая,386",76.955499 52.252339,exact
25324,480121400042,"ПАВЛОДАР,Лермонтова,84",76.952831 52.291262,exact
25338,480202300640,"ПАВЛОДАР,ул. Тауелсiздiк проспект, д. 41, бут. 399",76.97042 52.264373,street
25353,480215450099,"ПАВЛОДАР,Пахомова,102",76.962722 52.252042,exact
25450,480510400344,"ПАВЛОДАР,ул. 1 Мая,д. 21",76.952032 52.292309,exact
25465,480524450070,"ПАВЛОДАР,ул.Торайгырова, д.70/15",76.961868 52.300427,exact
25471,480602300010,"ПАВЛОДАР,ул. Катаева,д. 98",76.975747 52.256116,exact
25507,480703300357,"ПАВЛОДАР,ул. Луначарского,44",76.963027 52.277671,exact
25548,480812300746,"ПАВЛОДАР,ул. Циолковского, д. 27",76.98712 52.271444,exact
25598,480917400694,"ПАВЛОДАР,ул. Бекхожина,кв. 84",76.952858 52.251876,street
